bedrooms,floors,zipcode,sqft_living,price
5,2.0,98072,5610,995.0
6,2.5,98122,3560,835.0
3,1.0,98108,2120,440.0
3,1.0,98199,2920,1015.0
2,1.0,98178,1340,300.0
3,1.5,98117,1230,125.0
4,2.0,98118,2840,986.0
4,1.0,98178,2080,315.0
4,2.0,98031,2070,320.0
4,2.0,98059,4010,972.0
3,1.0,98040,2190,760.0
4,2.0,98168,1730,265.0
2,1.0,98126,1250,355.0
3,1.0,98106,1300,300.0
5,1.0,98034,2080,474.95
4,2.0,98014,2180,470.0
3,1.0,98033,1630,437.5
2,1.0,98117,1840,520.0
2,1.0,98198,1370,237.6
2,1.0,98198,950,162.95
3,1.0,98024,1690,457.0
3,1.0,98006,1780,635.0
4,1.5,98118,2840,735.0
2,2.0,98034,2000,910.0
3,2.0,98126,1570,346.5
4,1.0,98074,2370,655.0
3,1.0,98024,1610,425.0
3,1.0,98002,1300,137.0
3,2.0,98011,2620,557.5
4,2.0,98010,3060,415.0
5,2.0,98007,2780,830.0
4,2.0,98077,4270,949.0
3,1.0,98052,1310,420.0
2,1.0,98125,1100,353.0
3,1.5,98019,1480,560.0
3,3.0,98107,1270,445.7
4,1.5,98118,1270,226.0
3,1.0,98056,890,358.0
3,1.0,98006,1480,501.0
4,1.0,98155,3240,609.0
4,2.0,98092,4280,734.95
5,1.0,98007,3210,725.0
3,1.0,98072,1870,350.5
5,1.0,98112,3990,610.0
2,1.0,98115,1160,605.125
4,2.0,98004,2940,1388.0
3,2.0,98053,1850,550.0
2,2.0,98136,1060,335.0
3,1.0,98034,1100,397.0
3,1.0,98010,1190,240.0
3,1.0,98003,1030,240.0
2,1.0,98011,1140,262.5
3,1.0,98103,2260,440.0
3,1.5,98014,1140,160.0
4,1.5,98112,1860,427.0
4,2.0,98053,4080,920.0
4,2.0,98119,3280,2300.0
4,2.0,98077,2870,480.0
4,1.0,98052,2300,615.0
3,1.5,98199,2230,736.5
3,2.5,98116,1920,542.5
2,1.0,98056,700,191.0
4,2.0,98074,2740,730.0
5,2.0,98122,3440,1225.0
1,1.0,98042,650,129.0
3,1.0,98058,1500,284.0
3,2.0,98074,2490,645.0
3,1.0,98023,1330,218.0
4,2.0,98034,3190,675.0
3,2.0,98115,1590,575.0
2,1.0,98133,830,225.0
3,2.0,98033,1810,626.0
4,2.0,98168,2910,499.95
4,1.0,98155,2180,405.0
3,1.0,98092,1090,152.5
4,2.0,98031,2160,325.0
3,1.0,98033,2110,475.3
3,1.0,98126,2180,485.0
3,2.0,98122,2100,720.0
3,1.0,98133,1410,465.0
3,1.0,98115,1020,489.0
5,2.0,98004,5090,3100.0
3,1.0,98031,2090,288.0
3,1.0,98022,1350,225.0
3,1.0,98146,2650,499.0
5,2.0,98027,3520,632.0
3,2.0,98052,2040,580.0
4,2.0,98122,2340,730.0
4,2.0,98031,1770,325.0
3,1.0,98056,1100,421.0
3,2.0,98059,1490,316.0
2,1.0,98117,1460,415.0
3,2.0,98053,1350,401.0
3,1.0,98032,1030,229.95
3,1.0,98008,1820,539.95
3,1.0,98106,1170,335.0
3,2.0,98065,1450,339.0
4,1.0,98133,2200,414.95
4,1.0,98004,1610,650.0
3,2.0,98014,2690,445.0
3,2.0,98023,1850,295.0
4,2.0,98119,2250,975.0
3,1.0,98055,1580,296.5
4,1.0,98077,2030,440.0
5,1.0,98034,1890,420.0
3,2.0,98092,2140,302.0
4,1.0,98058,1770,350.0
3,1.5,98022,3320,667.0
3,1.0,98103,1640,645.0
4,1.0,98056,1820,430.0
4,1.0,98126,1410,413.0
3,1.0,98033,1240,420.0
3,1.0,98052,1780,495.0
4,2.0,98039,4240,2187.73
4,2.0,98075,3570,965.0
4,1.0,98133,1900,500.0
3,1.5,98119,1010,636.1
4,2.0,98029,2870,720.0
3,1.0,98003,1620,298.0
2,1.0,98117,1480,409.0
4,2.0,98042,2650,370.0
5,1.0,98023,1410,230.0
3,1.0,98155,1360,290.0
4,1.0,98023,2930,420.0
4,2.0,98027,3500,917.0
5,2.0,98199,3160,957.0
3,2.0,98074,1710,482.0
3,2.0,98045,2180,488.0
5,2.0,98006,2870,760.369
2,1.0,98168,1500,170.0
3,1.0,98006,2120,625.0
3,1.0,98034,1590,357.0
3,1.0,98074,1830,583.0
3,1.0,98168,1210,173.25
4,1.5,98133,1590,414.05
3,1.5,98116,1050,400.0
3,1.5,98074,1550,537.0
4,2.0,98034,2070,465.0
3,1.0,98056,1740,425.0
4,1.0,98052,1700,445.0
2,1.0,98023,1200,179.95
3,2.0,98003,1710,275.0
4,2.0,98001,1840,190.0
3,1.0,98118,1900,385.0
4,1.0,98024,2300,303.0
3,1.0,98058,970,165.0
2,1.0,98107,1270,600.0
3,2.0,98027,3130,710.0
5,2.0,98074,4230,875.0
3,2.0,98010,1480,269.95
4,2.0,98052,3310,838.0
4,1.0,98102,1590,670.5
4,1.0,98155,1690,420.0
3,1.0,98030,1690,370.0
3,1.0,98133,1500,360.0
4,2.0,98034,2320,562.5
3,1.0,98198,3300,360.5
3,2.0,98027,1445,389.999
4,1.0,98027,1890,450.0
4,1.0,98003,1760,247.5
3,1.0,98146,1050,208.0
3,2.0,98034,1980,455.0
4,1.0,98177,2120,379.4
3,1.0,98065,760,190.0
3,1.0,98053,1300,326.188
2,2.0,98106,1160,168.0
4,2.0,98038,2340,314.0
4,2.0,98027,2710,630.0
3,1.0,98008,1440,550.0
4,2.0,98074,1980,530.0
3,1.0,98033,1680,637.5
3,2.0,98126,1390,400.0
5,2.0,98125,3100,700.0
3,2.0,98022,1680,272.0
4,2.0,98065,2710,600.0
2,1.5,98136,840,450.6
3,2.0,98136,2090,550.0
3,1.0,98022,1120,225.0
3,1.0,98042,1210,132.825
3,1.0,98042,1210,219.95
5,1.0,98115,1940,580.0
3,1.0,98053,1930,568.0
3,1.0,98028,1270,406.0
3,1.5,98117,1680,469.0
3,2.0,98056,2090,415.0
3,1.0,98006,1000,390.0
3,1.0,98003,1350,251.0
3,2.0,98126,3280,750.0
4,2.0,98122,2390,845.0
3,1.0,98059,1860,350.0
3,1.0,98133,1380,322.0
4,2.0,98011,3070,664.5
3,1.5,98109,2190,988.0
2,1.0,98103,1990,625.0
2,1.0,98006,930,675.0
3,1.0,98027,2070,503.0
4,1.0,98166,2170,431.0
3,1.0,98031,1910,250.0
4,2.0,98031,2100,268.5
6,2.0,98177,3560,1070.0
4,2.0,98058,2290,295.0
3,1.0,98040,2130,780.0
3,2.0,98031,2160,354.0
2,1.0,98133,860,305.0
5,2.0,98052,2880,733.0
4,1.0,98004,2100,640.0
4,1.0,98040,2360,840.0
5,1.5,98105,3680,1475.0
3,1.0,98177,1560,525.0
4,1.0,98052,1680,625.0
3,3.0,98122,1380,350.0
4,3.0,98103,2610,650.0
2,1.0,98126,870,435.0
3,1.0,98006,1210,660.0
3,1.0,98053,1150,350.0
3,1.0,98106,3110,435.0
6,1.0,98023,2550,375.9
3,1.0,98003,2430,272.0
3,1.0,98023,1460,233.0
4,1.5,98116,1330,500.0
4,1.0,98155,2040,540.0
3,2.0,98052,2375,712.0
4,2.0,98059,2480,425.0
3,1.0,98168,1580,242.0
5,1.0,98011,2740,515.0
4,2.0,98056,1920,415.0
3,1.0,98003,2200,375.0
3,1.0,98001,910,182.5
3,1.0,98198,1860,310.0
3,1.0,98136,1510,360.0
4,2.0,98053,3920,889.0
2,1.0,98117,1330,450.5
4,2.0,98030,1964,342.0
3,1.0,98177,1520,413.0
5,2.0,98075,3720,960.0
2,1.0,98155,770,180.0
4,2.0,98074,3210,770.0
3,1.0,98010,1070,224.4
3,1.0,98188,1430,280.0
3,2.0,98027,1670,500.0
2,1.0,98166,710,153.0
3,1.0,98133,1920,385.0
2,1.0,98177,750,325.0
4,2.0,98002,2210,315.0
4,2.0,98030,1660,294.999
3,1.5,98001,1910,175.0
3,1.5,98001,1910,299.0
2,1.0,98168,780,146.0
3,1.0,98133,1650,290.0
3,2.0,98199,3230,1776.0
2,1.0,98118,810,367.5
4,2.0,98019,2750,535.0
3,2.0,98014,1650,334.999
3,1.0,98199,1960,655.0
4,1.5,98040,2790,1298.0
4,1.0,98011,2230,480.0
3,1.0,98126,1280,465.0
3,1.0,98058,1240,297.95
3,1.5,98122,1860,590.0
4,1.0,98107,2410,805.0
3,1.0,98023,1960,204.25
3,2.0,98029,1710,500.0
4,1.0,98042,3480,490.0
4,1.0,98004,3480,2500.0
3,2.0,98070,2960,750.0
4,2.0,98155,2670,405.0
2,1.0,98056,700,209.995
4,2.0,98075,2830,680.0
3,1.0,98125,1120,355.0
2,1.0,98168,1310,280.0
3,1.0,98028,1710,385.0
4,1.0,98006,2200,505.0
4,2.0,98003,3310,429.9
4,2.0,98034,2280,560.0
3,1.0,98042,1640,231.0
2,1.0,98106,750,135.0
4,1.0,98107,3520,800.0
3,2.0,98059,2720,420.0
3,1.0,98034,1660,360.0
4,2.0,98029,2560,642.0
3,1.0,98052,1080,379.95
3,1.5,98005,2050,745.0
4,1.5,98144,2670,630.0
3,2.0,98031,1730,250.0
3,1.0,98072,990,275.0
6,1.0,98118,3560,435.0
2,1.0,98146,700,175.0
4,1.5,98107,1880,560.0
4,1.0,98034,1870,325.0
3,2.0,98112,2500,1185.0
3,2.0,98031,2570,399.95
4,2.0,98059,2940,752.0
4,2.0,98072,3930,1200.0
4,1.0,98028,2150,400.0
3,1.0,98108,1330,240.0
5,2.0,98075,3220,640.0
3,2.0,98056,2710,564.45
3,1.0,98027,1630,300.0
3,2.0,98042,1680,286.0
3,2.0,98053,1930,531.8
4,1.0,98034,2140,502.0
4,2.0,98040,4070,993.5
3,1.0,98006,1350,450.0
4,2.0,98024,4270,997.95
3,1.5,98126,1320,526.0
3,1.0,98166,2100,335.0
2,1.0,98168,710,187.25
3,1.0,98115,2350,735.0
3,1.0,98125,1180,425.0
3,1.0,98038,1250,110.0
3,1.0,98059,1490,305.0
3,1.0,98055,1000,212.0
5,1.0,98040,4050,1380.0
5,1.0,98030,2300,298.95
3,1.0,98033,1330,525.0
4,2.0,98075,3200,707.0
3,2.0,98006,2590,695.0
3,2.0,98006,2590,796.5
4,1.0,98034,2030,420.0
5,1.0,98005,2700,625.0
3,1.0,98005,1670,620.0
5,1.0,98039,3090,1450.0
5,2.0,98077,2650,549.95
4,1.0,98056,1440,275.0
3,1.0,98177,2820,705.0
3,1.0,98001,1690,197.0
3,1.0,98031,1420,265.0
4,1.0,98166,1790,297.0
3,1.0,98042,1320,207.5
3,3.0,98133,1509,410.0
3,1.0,98031,1610,268.0
4,1.0,98022,1550,330.0
3,1.0,98177,1160,417.5
4,2.0,98006,2500,760.0
3,3.0,98119,1540,499.0
4,2.0,98027,1910,620.0
3,2.0,98030,2340,315.0
3,2.0,98033,2060,624.95
3,1.0,98027,1960,525.0
2,2.0,98034,1150,300.0
4,1.0,98023,2330,299.9
3,1.0,98030,2210,299.0
4,1.0,98039,3260,1880.0
4,1.0,98002,1900,265.0
2,1.5,98065,1610,280.0
3,1.0,98042,1340,124.74
3,1.0,98033,3170,1085.0
8,2.0,98112,4440,1970.0
4,1.5,98168,1370,219.0
5,1.5,98116,1420,569.95
2,1.0,98168,1030,212.5
3,1.0,98005,1820,680.0
4,2.0,98112,2650,1457.0
3,1.0,98034,910,300.0
3,2.0,98119,1680,629.95
2,1.0,98045,1550,349.9
4,2.0,98075,2780,690.0
5,2.0,98033,4070,1454.0
3,2.0,98040,3240,1288.0
4,2.0,98045,3650,696.0
3,2.0,98053,2180,650.0
3,2.0,98074,2480,640.0
5,1.0,98038,3180,499.95
4,2.0,98042,3630,490.0
5,2.0,98027,3160,685.0
4,2.0,98146,1370,387.5
2,2.0,98116,1070,401.75
4,1.0,98038,2180,254.95
4,2.0,98027,2420,500.0
4,2.0,98052,3290,856.5
3,1.0,98115,1430,552.0
4,1.0,98034,1890,506.5
3,2.0,98029,1760,500.0
4,1.0,98168,2230,280.0
3,1.0,98045,1630,308.0
3,2.0,98029,2350,613.5
3,1.0,98010,1550,255.0
3,2.0,98014,3550,545.0
4,1.0,98075,2720,620.0
3,1.5,98126,1740,450.0
4,1.0,98031,1840,279.0
3,2.0,98027,2010,625.0
3,1.0,98042,1670,274.95
3,1.0,98126,1820,423.0
2,1.0,98028,720,350.0
4,1.0,98001,2370,305.0
3,1.0,98198,2120,368.0
3,1.0,98023,1290,232.0
4,2.0,98108,1800,250.0
3,1.0,98058,1230,220.0
3,1.0,98107,1380,435.0
2,1.0,98126,740,350.0
5,1.5,98058,1720,206.325
5,1.5,98058,1720,339.0
4,1.0,98059,2100,399.0
2,1.0,98199,1210,529.0
4,2.0,98075,2210,640.0
4,3.0,98117,2470,735.0
5,1.0,98125,2760,378.0
3,1.5,98144,2540,775.0
3,2.5,98112,5150,2250.0
4,3.0,98103,3420,1350.0
4,1.0,98034,2270,380.0
4,1.0,98034,2270,624.9
3,2.0,98029,1470,379.77
3,1.0,98077,1280,340.0
4,2.0,98059,2830,515.5
4,1.5,98115,1970,600.0
1,1.0,98019,1390,400.0
4,1.5,98155,1020,364.0
4,2.0,98059,2250,440.0
2,1.0,98125,800,285.0
3,1.5,98112,1560,669.0
4,1.0,98125,2100,475.0
2,1.0,98103,990,747.0
3,1.0,98126,1060,317.0
2,1.0,98125,1270,390.0
4,2.0,98107,2740,1070.0
4,1.0,98107,2470,1205.0
3,1.0,98117,1970,580.0
4,1.0,98006,2070,518.0
3,1.0,98042,1010,147.5
4,1.0,98006,2220,555.0
2,3.0,98109,1090,427.5
3,1.5,98177,4310,1735.0
3,2.0,98042,1490,265.95
2,1.0,98133,700,247.5
4,1.0,98146,1450,244.0
3,2.0,98029,2120,578.55
4,2.0,98029,1670,451.0
2,2.0,98053,1810,489.0
2,1.0,98014,710,190.0
3,1.0,98072,2540,475.0
3,1.5,98103,1420,485.0
3,2.0,98027,2440,530.0
4,2.0,98030,2570,379.0
5,2.0,98004,3090,1629.0
3,1.5,98112,2050,739.0
3,1.0,98042,920,189.95
4,2.0,98029,2320,637.5
3,1.0,98177,3450,2225.0
3,1.0,98023,1660,209.95
3,1.0,98125,1130,460.0
4,2.0,98065,2550,543.5
4,2.0,98038,2420,376.0
3,2.0,98029,1470,430.0
4,1.0,98166,2030,515.0
7,1.5,98117,2310,580.0
5,2.0,98027,3370,600.0
3,1.5,98052,1900,476.8
3,2.0,98105,1940,815.0
3,2.0,98065,2420,455.6
3,1.0,98059,1010,270.0
5,3.0,98119,2710,1200.0
2,1.5,98119,1340,525.0
3,1.0,98198,1310,242.0
4,1.0,98029,2650,715.0
3,2.0,98065,1890,475.0
4,2.0,98058,2580,370.0
4,2.0,98053,3500,788.6
2,1.0,98032,1040,160.0
5,2.0,98014,1930,800.0
4,2.0,98029,2190,520.0
3,2.0,98136,1530,725.0
4,1.5,98118,1480,335.0
4,1.0,98075,3620,919.0
3,2.0,98092,3370,425.0
5,1.0,98155,2100,420.0
4,2.0,98072,3370,905.0
2,1.0,98118,2240,435.0
3,2.0,98053,1650,438.0
4,2.0,98052,2630,725.0
4,2.0,98105,2330,840.0
3,2.0,98052,1970,425.5
3,1.0,98034,2820,853.505
2,1.5,98010,590,398.0
3,2.0,98065,2060,418.5
3,1.5,98109,1890,826.0
4,2.0,98075,2810,742.0
4,1.5,98055,1470,180.0
4,2.0,98023,2190,286.0
3,2.0,98053,1440,421.2
3,1.0,98038,2480,390.0
4,2.0,98006,2780,739.0
4,2.0,98027,2180,499.9
3,1.0,98155,3340,670.0
3,1.5,98112,2560,842.5
2,2.0,98070,1600,492.5
3,3.0,98118,2230,836.5
2,2.0,98199,900,334.0
3,1.0,98042,1010,179.9
3,1.0,98103,1580,563.0
3,2.0,98038,1890,310.0
4,1.0,98133,2160,335.0
4,1.0,98133,2160,499.95
2,1.5,98103,1410,658.5
2,3.0,98125,1430,297.0
6,2.0,98105,2380,725.0
3,1.0,98074,2206,780.0
3,1.0,98125,1030,252.5
3,2.0,98102,1070,330.0
3,1.0,98011,2320,525.0
2,1.0,98074,1270,365.0
4,2.0,98116,2570,500.0
3,1.0,98042,920,179.95
3,1.0,98045,1790,440.0
1,1.0,98146,480,145.0
4,2.0,98030,2483,331.0
3,2.0,98103,2140,780.0
3,1.0,98103,1900,855.0
3,1.0,98003,1650,225.0
3,1.0,98003,1510,199.0
3,1.5,98075,2910,550.0
4,2.5,98109,4960,1425.0
3,1.5,98115,2710,805.0
3,1.0,98042,1810,261.0
3,1.0,98052,940,347.0
3,1.0,98034,1600,390.0
4,2.0,98011,2640,436.0
5,1.0,98004,3890,1802.75
3,3.0,98107,1630,557.0
3,1.0,98032,830,135.0
3,2.0,98019,1800,425.0
3,1.0,98040,2060,648.752
4,1.0,98004,4040,1388.0
4,1.0,98033,1910,630.1
4,2.0,98014,2800,739.0
3,2.0,98133,1320,269.0
3,1.0,98056,1220,250.0
5,2.0,98065,3100,475.0
1,1.0,98117,550,290.0
3,1.5,98002,1080,219.0
2,1.0,98117,880,416.0
2,1.0,98188,720,179.0
4,1.0,98003,2030,302.0
4,2.0,98033,2040,565.0
3,1.0,98031,1570,281.7
2,1.0,98103,1500,480.0
4,2.0,98027,3180,775.0
3,1.0,98155,1260,375.0
3,2.0,98045,1390,345.0
3,1.0,98055,2850,300.0
4,2.0,98058,2070,364.95
3,1.0,98056,2650,410.0
3,1.0,98023,1220,231.0
3,1.0,98056,1630,445.0
2,2.0,98004,1785,530.0
3,2.0,98144,1260,353.5
3,1.0,98003,1380,209.95
3,1.0,98118,2330,650.0
2,1.0,98126,840,325.0
3,1.0,98030,1730,257.0
4,2.0,98042,2230,337.0
3,2.0,98029,1790,541.0
3,2.0,98074,2280,577.5
3,1.0,98136,2430,560.0
5,1.5,98102,3730,979.7
5,1.0,98008,2230,750.0
2,1.0,98102,770,407.5
4,1.0,98115,1814,530.0
4,1.0,98002,1920,235.0
4,1.5,98117,1860,715.0
5,1.0,98008,2750,795.0
4,1.0,98023,1930,465.0
3,2.0,98001,1950,287.6
6,2.0,98007,2470,630.0
3,1.0,98011,1630,445.0
4,1.0,98072,2110,490.0
3,1.0,98136,1490,565.0
3,2.0,98106,1740,330.0
4,1.0,98178,1900,463.0
5,2.0,98040,4510,1870.0
3,1.5,98002,1090,219.5
3,1.0,98125,1720,622.2
2,3.0,98103,1400,474.8
4,1.0,98133,2090,465.0
3,1.0,98177,1580,389.95
4,2.0,98052,2620,650.0
3,1.0,98144,1500,395.0
4,2.0,98031,2030,304.5
3,1.0,98155,1020,307.0
3,1.0,98038,1540,485.0
5,1.0,98004,3910,1562.0
5,2.0,98006,3920,650.5
4,2.0,98040,3180,960.0
3,2.0,98006,2330,710.0
3,1.5,98146,2600,540.0
4,1.0,98115,1950,601.0
5,1.0,98055,3250,463.828
4,1.5,98166,1130,293.0
3,2.0,98053,2620,597.5
2,1.0,98045,1120,240.0
3,1.0,98014,1800,284.0
4,1.0,98028,2180,440.0
3,1.0,98106,1960,340.0
3,1.0,98106,1960,363.0
2,1.0,98144,1150,270.0
4,2.0,98042,2800,365.0
3,1.0,98103,1310,428.0
3,1.0,98053,2340,600.0
3,1.0,98033,1430,405.0
4,1.0,98003,2340,339.9
3,1.0,98166,1290,275.0
2,1.0,98115,760,361.6
6,2.5,98030,2780,325.0
3,1.5,98112,2090,1050.0
4,1.0,98008,3060,959.75
3,1.0,98146,1110,210.0
3,1.5,98001,1790,258.0
3,1.0,98056,1830,468.0
4,2.0,98115,2850,710.0
3,1.0,98146,1420,268.0
2,1.0,98146,790,115.0
3,2.0,98034,2300,500.0
3,1.0,98022,2440,431.0
3,1.0,98030,1310,241.5
3,1.0,98031,1380,300.0
4,2.0,98006,2790,982.0
3,2.0,98003,1360,248.5
4,2.0,98075,2510,665.0
3,2.0,98034,4560,1215.0
2,1.0,98126,780,380.0
3,1.0,98178,1410,220.0
4,1.5,98116,2530,631.5
3,1.0,98034,1270,386.1
4,2.0,98199,3180,1050.0
2,1.5,98105,1450,650.0
4,1.0,98038,2040,545.0
4,2.0,98006,2650,870.0
3,1.0,98133,1240,380.0
2,1.0,98055,820,265.0
2,1.5,98117,1890,645.5
3,2.0,98117,1270,570.0
4,1.0,98006,3350,1200.0
2,1.5,98112,1550,605.0
3,1.0,98001,920,199.5
2,1.0,98144,950,445.0
4,1.0,98144,2040,495.0
4,2.0,98115,1870,594.0
3,1.0,98199,1720,465.0
2,1.0,98022,1020,160.0
4,2.0,98092,2690,340.0
4,1.0,98052,3090,870.0
3,1.0,98106,1070,249.0
4,2.0,98033,2050,500.0
3,2.0,98001,1660,220.0
5,1.0,98055,2810,368.5
4,1.0,98042,2460,439.95
3,1.0,98001,1230,179.9
4,2.0,98011,2360,490.0
4,1.0,98004,1730,425.0
4,2.0,98045,2770,533.3
4,2.0,98118,1770,447.5
5,2.0,98007,3030,768.0
3,1.5,98178,2380,285.0
3,1.0,98019,1780,336.9
4,2.0,98034,1540,415.0
3,2.0,98029,1580,500.0
4,2.0,98042,3200,337.0
4,2.0,98059,2220,419.95
4,2.0,98133,2240,290.0
2,1.0,98118,1640,349.95
3,1.0,98007,1170,330.0
4,1.0,98072,3160,965.0
3,2.0,98052,2100,515.0
4,2.0,98059,2600,665.0
3,1.5,98198,1630,265.0
3,1.0,98023,2850,545.4
4,2.0,98092,2560,350.0
2,2.0,98133,980,260.0
3,2.0,98166,5480,2510.0
3,1.5,98003,2160,355.0
3,1.5,98119,3030,879.0
4,2.0,98052,3560,833.0
2,1.0,98178,760,261.59
3,2.0,98122,2260,512.5
2,1.0,98199,1560,600.0
5,1.0,98125,2270,417.5
5,2.0,98040,3480,970.0
3,2.0,98038,1900,316.0
4,1.0,98031,2350,397.5
3,1.0,98199,2390,1350.0
4,2.0,98075,3730,840.0
2,1.0,98001,1780,270.0
4,2.0,98038,1630,312.9
2,1.5,98155,1130,325.0
3,1.0,98199,2140,680.0
4,2.0,98075,3220,763.0
1,1.5,98038,800,375.0
3,2.0,98118,1800,475.0
2,2.0,98136,809,219.0
3,1.0,98074,1820,415.0
2,1.0,98178,580,90.0
2,1.0,98178,580,220.0
3,1.0,98116,2900,616.0
2,1.0,98022,1140,269.5
2,1.0,98117,1060,395.35
4,1.0,98040,2320,770.0
4,2.0,98072,3450,840.0
2,1.0,98126,1760,428.95
4,2.0,98052,3370,800.0
4,1.5,98177,1940,401.0
4,1.0,98125,2520,303.697
3,1.0,98125,1360,355.0
2,1.0,98117,800,350.0
4,2.0,98075,3010,754.999
3,2.0,98102,2340,982.218
3,1.0,98059,1780,406.5
4,2.0,98024,4200,1650.0
2,1.0,98103,1720,565.0
2,1.0,98118,830,160.0
3,1.0,98146,1090,220.0
5,2.0,98059,5040,1284.0
5,2.0,98126,3500,970.0
3,1.0,98168,1080,115.0
3,1.0,98168,1080,124.0
3,1.0,98168,1080,157.0
3,1.0,98042,870,183.0
4,2.0,98056,2830,527.0
4,2.0,98014,1880,407.193
4,2.0,98199,3600,970.0
4,2.0,98146,2340,535.0
3,1.0,98168,2040,245.0
3,1.0,98059,1310,337.0
3,1.0,98033,1470,630.0
3,1.0,98003,1370,320.0
3,1.5,98146,1080,228.5
3,2.0,98023,1990,293.0
3,1.0,98008,1310,447.0
3,1.0,98042,1640,226.5
3,1.0,98072,1770,436.0
3,2.0,98072,2050,451.0
3,2.0,98045,1170,315.0
2,1.0,98125,1340,450.0
3,1.0,98117,2240,635.0
2,1.0,98031,880,292.5
3,2.0,98038,2170,329.9
2,1.5,98115,1260,531.0
3,1.0,98004,1880,725.0
3,1.0,98133,1620,355.3
3,2.0,98003,1610,280.0
4,2.0,98033,3330,1095.0
4,2.0,98199,1370,605.004
2,1.0,98118,690,260.0
4,2.0,98103,3170,748.0
2,1.0,98115,1990,776.0
4,1.5,98103,1080,425.0
4,1.5,98118,1870,230.0
3,1.0,98155,1670,418.0
4,2.0,98038,2800,440.0
5,2.0,98074,3460,858.45
3,1.0,98045,1930,390.0
4,2.0,98107,2370,957.0
3,1.0,98115,1180,507.0
2,1.5,98107,1320,575.0
3,1.5,98103,1350,700.0
2,2.0,98028,1068,239.95
3,1.0,98030,1580,253.0
4,1.5,98199,1690,540.0
3,3.0,98034,5120,1550.0
4,2.0,98077,3960,805.0
4,1.5,98105,2420,920.0
3,2.0,98029,1910,496.6
3,1.0,98023,1440,246.0
5,1.0,98106,2320,350.0
3,1.5,98117,1670,585.0
3,1.0,98033,1390,450.0
3,2.0,98006,2620,746.0
3,2.0,98056,3040,598.555
3,1.0,98198,2990,820.0
3,1.0,98038,1740,266.5
2,1.0,98022,2360,370.0
3,2.5,98102,2240,625.0
4,1.0,98198,1610,243.5
2,1.0,98103,700,340.0
5,1.0,98155,2730,559.95
3,1.0,98003,1780,315.0
3,2.0,98053,3070,753.0
3,2.0,98102,2060,800.0
3,1.5,98115,1360,550.0
3,1.0,98033,1430,465.0
3,2.0,98034,1840,465.0
4,2.0,98006,2000,710.0
3,2.0,98074,1820,505.0
3,2.0,98034,2330,690.0
2,1.0,98031,1070,217.5
2,1.0,98115,930,500.0
2,1.0,98155,1040,325.0
4,2.0,98074,1960,500.0
3,2.0,98024,2970,721.5
3,1.5,98199,2200,924.0
6,1.0,98177,3810,2005.0
2,2.0,98144,830,345.0
4,2.0,98065,3920,825.0
3,1.0,98027,2870,560.0
3,1.0,98052,2560,599.0
3,1.0,98166,1350,211.0
4,1.0,98056,1240,425.0
4,1.0,98177,3210,750.0
3,2.0,98053,1690,479.0
4,2.0,98029,2550,612.5
5,2.0,98029,3240,605.0
4,2.0,98033,3560,1364.0
3,1.0,98042,2160,389.9
4,2.0,98059,3060,710.0
3,2.0,98038,1690,295.0
3,2.0,98038,1520,275.25
4,2.0,98038,2040,250.0
3,1.0,98177,2360,709.0
4,1.5,98126,1360,399.5
3,2.0,98038,2000,225.0
3,2.0,98075,1650,500.0
3,2.0,98031,2500,364.9
3,1.0,98074,1140,356.0
3,1.5,98106,2140,616.75
3,2.0,98008,2870,755.0
2,1.0,98155,830,327.5
3,2.0,98074,1960,605.0
4,1.0,98042,1130,179.95
5,2.0,98058,3630,633.0
4,1.0,98058,1764,349.95
3,1.0,98199,2770,1080.0
3,2.0,98001,2650,425.0
3,2.0,98122,2500,990.0
3,2.0,98166,2710,410.0
3,2.0,98006,2490,590.0
3,1.0,98003,1500,242.0
3,1.0,98075,1160,775.0
4,1.0,98146,1880,680.0
3,2.0,98002,1340,217.0
3,2.0,98059,1960,395.0
3,1.0,98059,2030,572.5
5,1.0,98125,2200,559.9
3,1.5,98117,2540,845.0
3,1.0,98023,1520,241.0
3,2.0,98122,2360,1325.0
3,1.5,98144,1340,475.0
2,2.0,98103,1400,575.0
4,1.0,98042,3030,455.0
3,1.0,98077,3200,839.0
4,1.0,98007,1580,475.0
2,1.0,98118,2120,600.0
2,1.0,98199,1640,515.0
3,1.0,98034,1890,425.0
4,1.5,98122,1710,565.0
2,1.0,98033,1140,498.0
4,2.0,98115,2720,739.0
2,1.0,98108,1650,355.0
3,1.0,98023,1790,263.0
4,1.5,98125,1680,375.0
3,1.0,98056,2200,322.0
2,1.0,98103,830,325.0
2,1.0,98136,770,290.0
4,2.0,98074,3280,809.95
3,2.0,98122,2080,969.5
4,2.0,98077,2790,665.0
5,2.0,98003,4150,635.0
3,2.0,98038,1780,272.45
4,1.0,98008,1460,427.0
3,1.0,98056,1410,261.5
4,1.0,98006,2170,488.8
2,1.0,98136,690,340.0
4,2.0,98042,3000,398.95
3,1.0,98042,870,217.0
4,1.0,98072,3170,799.0
4,1.0,98023,1540,160.0
3,1.0,98052,1270,447.0
3,1.0,98136,2190,765.0
4,2.0,98006,4410,1320.0
4,2.0,98058,2790,445.0
3,1.0,98118,1510,310.0
2,1.0,98056,1800,380.0
4,1.0,98108,2410,325.0
4,1.0,98058,2250,345.0
